"run_type_id","distance_category_id","elevation_category_id","weather_category_id","run_type_name","vibe_description"
"RUN_0431","DIST_05","ELEV_01","WXCAT_11","Desert Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0432","DIST_05","ELEV_01","WXCAT_12","Windy Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0433","DIST_05","ELEV_01","WXCAT_13","Stormy Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0434","DIST_05","ELEV_01","WXCAT_14","Foggy Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0435","DIST_05","ELEV_01","WXCAT_15","Perfect Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0436","DIST_05","ELEV_02","WXCAT_01","Frozen Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0437","DIST_05","ELEV_02","WXCAT_02","Chilly Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0438","DIST_05","ELEV_02","WXCAT_03","Crisp Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0439","DIST_05","ELEV_02","WXCAT_04","Damp Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0440","DIST_05","ELEV_02","WXCAT_05","Dry Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0441","DIST_05","ELEV_02","WXCAT_06","Swampy Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0442","DIST_05","ELEV_02","WXCAT_07","Toasty Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0443","DIST_05","ELEV_02","WXCAT_08","Slick Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0444","DIST_05","ELEV_02","WXCAT_09","Sweaty Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0445","DIST_05","ELEV_02","WXCAT_10","Molten Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0446","DIST_05","ELEV_02","WXCAT_11","Desert Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0447","DIST_05","ELEV_02","WXCAT_12","Windy Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0448","DIST_05","ELEV_02","WXCAT_13","Stormy Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0449","DIST_05","ELEV_02","WXCAT_14","Foggy Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0450","DIST_05","ELEV_02","WXCAT_15","Perfect Rolling Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0451","DIST_05","ELEV_03","WXCAT_01","Frozen Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0452","DIST_05","ELEV_03","WXCAT_02","Chilly Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0453","DIST_05","ELEV_03","WXCAT_03","Crisp Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0454","DIST_05","ELEV_03","WXCAT_04","Damp Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0455","DIST_05","ELEV_03","WXCAT_05","Dry Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0456","DIST_05","ELEV_03","WXCAT_06","Swampy Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0457","DIST_05","ELEV_03","WXCAT_07","Toasty Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0458","DIST_05","ELEV_03","WXCAT_08","Slick Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0459","DIST_05","ELEV_03","WXCAT_09","Sweaty Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0460","DIST_05","ELEV_03","WXCAT_10","Molten Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0461","DIST_05","ELEV_03","WXCAT_11","Desert Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0462","DIST_05","ELEV_03","WXCAT_12","Windy Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0463","DIST_05","ELEV_03","WXCAT_13","Stormy Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0464","DIST_05","ELEV_03","WXCAT_14","Foggy Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0465","DIST_05","ELEV_03","WXCAT_15","Perfect Hilly Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0466","DIST_05","ELEV_04","WXCAT_01","Frozen Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0467","DIST_05","ELEV_04","WXCAT_02","Chilly Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0468","DIST_05","ELEV_04","WXCAT_03","Crisp Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0469","DIST_05","ELEV_04","WXCAT_04","Damp Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0470","DIST_05","ELEV_04","WXCAT_05","Dry Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0471","DIST_05","ELEV_04","WXCAT_06","Swampy Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0472","DIST_05","ELEV_04","WXCAT_07","Toasty Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0473","DIST_05","ELEV_04","WXCAT_08","Slick Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0474","DIST_05","ELEV_04","WXCAT_09","Sweaty Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0475","DIST_05","ELEV_04","WXCAT_10","Molten Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0476","DIST_05","ELEV_04","WXCAT_11","Desert Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0477","DIST_05","ELEV_04","WXCAT_12","Windy Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0478","DIST_05","ELEV_04","WXCAT_13","Stormy Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0479","DIST_05","ELEV_04","WXCAT_14","Foggy Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0480","DIST_05","ELEV_04","WXCAT_15","Perfect Climber's Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0481","DIST_05","ELEV_05","WXCAT_01","Frozen Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0482","DIST_05","ELEV_05","WXCAT_02","Chilly Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0483","DIST_05","ELEV_05","WXCAT_03","Crisp Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0484","DIST_05","ELEV_05","WXCAT_04","Damp Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0485","DIST_05","ELEV_05","WXCAT_05","Dry Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0486","DIST_05","ELEV_05","WXCAT_06","Swampy Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0487","DIST_05","ELEV_05","WXCAT_07","Toasty Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0488","DIST_05","ELEV_05","WXCAT_08","Slick Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0489","DIST_05","ELEV_05","WXCAT_09","Sweaty Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0490","DIST_05","ELEV_05","WXCAT_10","Molten Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0491","DIST_05","ELEV_05","WXCAT_11","Desert Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0492","DIST_05","ELEV_05","WXCAT_12","Windy Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0493","DIST_05","ELEV_05","WXCAT_13","Stormy Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0494","DIST_05","ELEV_05","WXCAT_14","Foggy Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0495","DIST_05","ELEV_05","WXCAT_15","Perfect Leg Burner Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0496","DIST_05","ELEV_06","WXCAT_01","Frozen Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0497","DIST_05","ELEV_06","WXCAT_02","Chilly Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0498","DIST_05","ELEV_06","WXCAT_03","Crisp Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0499","DIST_05","ELEV_06","WXCAT_04","Damp Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0500","DIST_05","ELEV_06","WXCAT_05","Dry Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0501","DIST_05","ELEV_06","WXCAT_06","Swampy Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0502","DIST_05","ELEV_06","WXCAT_07","Toasty Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0503","DIST_05","ELEV_06","WXCAT_08","Slick Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0504","DIST_05","ELEV_06","WXCAT_09","Sweaty Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0505","DIST_05","ELEV_06","WXCAT_10","Molten Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0506","DIST_05","ELEV_06","WXCAT_11","Desert Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0507","DIST_05","ELEV_06","WXCAT_12","Windy Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0508","DIST_05","ELEV_06","WXCAT_13","Stormy Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0509","DIST_05","ELEV_06","WXCAT_14","Foggy Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0510","DIST_05","ELEV_06","WXCAT_15","Perfect Summit Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0511","DIST_05","ELEV_99","WXCAT_01","Frozen Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0512","DIST_05","ELEV_99","WXCAT_02","Chilly Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0513","DIST_05","ELEV_99","WXCAT_03","Crisp Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0514","DIST_05","ELEV_99","WXCAT_04","Damp Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0515","DIST_05","ELEV_99","WXCAT_05","Dry Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0516","DIST_05","ELEV_99","WXCAT_06","Swampy Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0517","DIST_05","ELEV_99","WXCAT_07","Toasty Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0518","DIST_05","ELEV_99","WXCAT_08","Slick Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0519","DIST_05","ELEV_99","WXCAT_09","Sweaty Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0520","DIST_05","ELEV_99","WXCAT_10","Molten Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0521","DIST_05","ELEV_99","WXCAT_11","Desert Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0522","DIST_05","ELEV_99","WXCAT_12","Windy Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0523","DIST_05","ELEV_99","WXCAT_13","Stormy Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0524","DIST_05","ELEV_99","WXCAT_14","Foggy Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0525","DIST_05","ELEV_99","WXCAT_15","Perfect Unknown Terrain Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0526","DIST_06","ELEV_01","WXCAT_01","Frozen Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0527","DIST_06","ELEV_01","WXCAT_02","Chilly Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0528","DIST_06","ELEV_01","WXCAT_03","Crisp Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0529","DIST_06","ELEV_01","WXCAT_04","Damp Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0530","DIST_06","ELEV_01","WXCAT_05","Dry Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0531","DIST_06","ELEV_01","WXCAT_06","Swampy Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0532","DIST_06","ELEV_01","WXCAT_07","Toasty Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0533","DIST_06","ELEV_01","WXCAT_08","Slick Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0534","DIST_06","ELEV_01","WXCAT_09","Sweaty Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0535","DIST_06","ELEV_01","WXCAT_10","Molten Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0536","DIST_06","ELEV_01","WXCAT_11","Desert Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0537","DIST_06","ELEV_01","WXCAT_12","Windy Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0538","DIST_06","ELEV_01","WXCAT_13","Stormy Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0539","DIST_06","ELEV_01","WXCAT_14","Foggy Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0540","DIST_06","ELEV_01","WXCAT_15","Perfect Flat Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0541","DIST_06","ELEV_02","WXCAT_01","Frozen Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0542","DIST_06","ELEV_02","WXCAT_02","Chilly Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0543","DIST_06","ELEV_02","WXCAT_03","Crisp Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0544","DIST_06","ELEV_02","WXCAT_04","Damp Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0545","DIST_06","ELEV_02","WXCAT_05","Dry Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0546","DIST_06","ELEV_02","WXCAT_06","Swampy Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0547","DIST_06","ELEV_02","WXCAT_07","Toasty Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0548","DIST_06","ELEV_02","WXCAT_08","Slick Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0549","DIST_06","ELEV_02","WXCAT_09","Sweaty Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0550","DIST_06","ELEV_02","WXCAT_10","Molten Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0551","DIST_06","ELEV_02","WXCAT_11","Desert Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0552","DIST_06","ELEV_02","WXCAT_12","Windy Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0553","DIST_06","ELEV_02","WXCAT_13","Stormy Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0554","DIST_06","ELEV_02","WXCAT_14","Foggy Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0555","DIST_06","ELEV_02","WXCAT_15","Perfect Rolling Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0556","DIST_06","ELEV_03","WXCAT_01","Frozen Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0557","DIST_06","ELEV_03","WXCAT_02","Chilly Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0558","DIST_06","ELEV_03","WXCAT_03","Crisp Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0559","DIST_06","ELEV_03","WXCAT_04","Damp Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0560","DIST_06","ELEV_03","WXCAT_05","Dry Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0561","DIST_06","ELEV_03","WXCAT_06","Swampy Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0562","DIST_06","ELEV_03","WXCAT_07","Toasty Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0563","DIST_06","ELEV_03","WXCAT_08","Slick Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0564","DIST_06","ELEV_03","WXCAT_09","Sweaty Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0565","DIST_06","ELEV_03","WXCAT_10","Molten Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0566","DIST_06","ELEV_03","WXCAT_11","Desert Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0567","DIST_06","ELEV_03","WXCAT_12","Windy Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0568","DIST_06","ELEV_03","WXCAT_13","Stormy Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0569","DIST_06","ELEV_03","WXCAT_14","Foggy Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0570","DIST_06","ELEV_03","WXCAT_15","Perfect Hilly Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0571","DIST_06","ELEV_04","WXCAT_01","Frozen Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0572","DIST_06","ELEV_04","WXCAT_02","Chilly Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0573","DIST_06","ELEV_04","WXCAT_03","Crisp Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0574","DIST_06","ELEV_04","WXCAT_04","Damp Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0575","DIST_06","ELEV_04","WXCAT_05","Dry Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0576","DIST_06","ELEV_04","WXCAT_06","Swampy Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0577","DIST_06","ELEV_04","WXCAT_07","Toasty Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0578","DIST_06","ELEV_04","WXCAT_08","Slick Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0579","DIST_06","ELEV_04","WXCAT_09","Sweaty Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0580","DIST_06","ELEV_04","WXCAT_10","Molten Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0581","DIST_06","ELEV_04","WXCAT_11","Desert Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0582","DIST_06","ELEV_04","WXCAT_12","Windy Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0583","DIST_06","ELEV_04","WXCAT_13","Stormy Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0584","DIST_06","ELEV_04","WXCAT_14","Foggy Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0585","DIST_06","ELEV_04","WXCAT_15","Perfect Climber's Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0586","DIST_06","ELEV_05","WXCAT_01","Frozen Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0587","DIST_06","ELEV_05","WXCAT_02","Chilly Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0588","DIST_06","ELEV_05","WXCAT_03","Crisp Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0589","DIST_06","ELEV_05","WXCAT_04","Damp Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0590","DIST_06","ELEV_05","WXCAT_05","Dry Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0591","DIST_06","ELEV_05","WXCAT_06","Swampy Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0592","DIST_06","ELEV_05","WXCAT_07","Toasty Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0593","DIST_06","ELEV_05","WXCAT_08","Slick Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0594","DIST_06","ELEV_05","WXCAT_09","Sweaty Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0595","DIST_06","ELEV_05","WXCAT_10","Molten Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0596","DIST_06","ELEV_05","WXCAT_11","Desert Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0597","DIST_06","ELEV_05","WXCAT_12","Windy Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0598","DIST_06","ELEV_05","WXCAT_13","Stormy Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0599","DIST_06","ELEV_05","WXCAT_14","Foggy Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0600","DIST_06","ELEV_05","WXCAT_15","Perfect Leg Burner Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0601","DIST_06","ELEV_06","WXCAT_01","Frozen Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0602","DIST_06","ELEV_06","WXCAT_02","Chilly Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0603","DIST_06","ELEV_06","WXCAT_03","Crisp Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0604","DIST_06","ELEV_06","WXCAT_04","Damp Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0605","DIST_06","ELEV_06","WXCAT_05","Dry Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0606","DIST_06","ELEV_06","WXCAT_06","Swampy Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0607","DIST_06","ELEV_06","WXCAT_07","Toasty Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0608","DIST_06","ELEV_06","WXCAT_08","Slick Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0609","DIST_06","ELEV_06","WXCAT_09","Sweaty Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0610","DIST_06","ELEV_06","WXCAT_10","Molten Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0611","DIST_06","ELEV_06","WXCAT_11","Desert Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0612","DIST_06","ELEV_06","WXCAT_12","Windy Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0613","DIST_06","ELEV_06","WXCAT_13","Stormy Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0614","DIST_06","ELEV_06","WXCAT_14","Foggy Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0615","DIST_06","ELEV_06","WXCAT_15","Perfect Summit Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0616","DIST_06","ELEV_99","WXCAT_01","Frozen Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0617","DIST_06","ELEV_99","WXCAT_02","Chilly Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0618","DIST_06","ELEV_99","WXCAT_03","Crisp Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0619","DIST_06","ELEV_99","WXCAT_04","Damp Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0620","DIST_06","ELEV_99","WXCAT_05","Dry Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0621","DIST_06","ELEV_99","WXCAT_06","Swampy Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0622","DIST_06","ELEV_99","WXCAT_07","Toasty Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0623","DIST_06","ELEV_99","WXCAT_08","Slick Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0624","DIST_06","ELEV_99","WXCAT_09","Sweaty Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0625","DIST_06","ELEV_99","WXCAT_10","Molten Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0626","DIST_06","ELEV_99","WXCAT_11","Desert Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0627","DIST_06","ELEV_99","WXCAT_12","Windy Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0628","DIST_06","ELEV_99","WXCAT_13","Stormy Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0629","DIST_06","ELEV_99","WXCAT_14","Foggy Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0630","DIST_06","ELEV_99","WXCAT_15","Perfect Unknown Terrain Push","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0631","DIST_07","ELEV_01","WXCAT_01","Frozen Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0632","DIST_07","ELEV_01","WXCAT_02","Chilly Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0633","DIST_07","ELEV_01","WXCAT_03","Crisp Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0634","DIST_07","ELEV_01","WXCAT_04","Damp Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0635","DIST_07","ELEV_01","WXCAT_05","Dry Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0636","DIST_07","ELEV_01","WXCAT_06","Swampy Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0637","DIST_07","ELEV_01","WXCAT_07","Toasty Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0638","DIST_07","ELEV_01","WXCAT_08","Slick Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0639","DIST_07","ELEV_01","WXCAT_09","Sweaty Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0640","DIST_07","ELEV_01","WXCAT_10","Molten Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0641","DIST_07","ELEV_01","WXCAT_11","Desert Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0642","DIST_07","ELEV_01","WXCAT_12","Windy Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0643","DIST_07","ELEV_01","WXCAT_13","Stormy Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0644","DIST_07","ELEV_01","WXCAT_14","Foggy Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0645","DIST_07","ELEV_01","WXCAT_15","Perfect Flat Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0646","DIST_07","ELEV_02","WXCAT_01","Frozen Rolling Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0647","DIST_07","ELEV_02","WXCAT_02","Chilly Rolling Halfway","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0648","DIST_07","ELEV_02","WXCAT_03","Crisp Rolling Halfway","Auto-generated based on distance, elevation, and weather vibes."
